gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000102908.20,NFAT5,1.7231834409538027,NA,0.0848553572561263,4.0548130284471774e-05,NA,NA,NA,2,2,2,0.03763157515098159,0.0113538160275705
ENSG00000158815.10,FGF17,1.7226974340867485,NA,0.08494325459630896,0.017008785254580522,NA,NA,NA,2,2,2,0.0843333536769379,0.19429972741473603
ENSG00000104969.9,SGTA,-1.7225557460143197,NA,0.08496889361690302,0.003942370657008022,NA,NA,NA,2,2,2,0.10139028744020395,0.10046152741958099
ENSG00000104904.12,OAZ1,-1.7219555377960205,NA,0.08507757310282463,0.0003600790811675479,NA,NA,NA,1,1,1,0.08507757310282463,0.0330581146672935
ENSG00000163655.15,GMPS,1.7219364141045042,NA,0.08508103766973582,0.0033112548915643445,NA,NA,NA,2,2,2,0.005035394937428113,0.13379364748988998
ENSG00000163814.7,CDCP1,-1.7217010350811617,NA,0.08512368974248807,0.002010120420742818,NA,NA,NA,2,2,2,0.08282948132549237,0.136845015401147
ENSG00000174607.10,UGT8,1.7214384078979492,NA,0.08517129974958147,0.0037534538731741106,NA,NA,NA,1,2,2,0.08517129974958147,0.141355850437343
ENSG00000140374.15,ETFA,-1.7211844722096463,NA,0.08521735460315723,0.005718410069030895,NA,NA,NA,3,3,3,0.0805399120783397,0.21051070214288897
ENSG00000168263.8,KCNV2,-1.7211403316831688,NA,0.08522536217015048,0.01684584183418827,NA,NA,NA,2,2,2,0.08834352336525178,0.197499742157702
ENSG00000196396.9,PTPN1,-1.7211219259174562,NA,0.08522870135404978,0.002803005608387193,NA,NA,NA,2,2,2,0.07402431930256982,0.0739479799416653
ENSG00000260025.1,RP11-490M8.1,-1.7209556102752686,NA,0.08525887922394405,0.004947462135655212,NA,NA,NA,1,1,1,0.08525887922394405,0.10094606231558999
ENSG00000135049.15,AGTPBP1,1.7208822965621944,NA,0.08527218469487145,0.0001816704414029348,NA,NA,NA,1,2,2,0.08527218469487141,0.0267521643368015
ENSG00000239672.7,NME1,1.7198518191661223,NA,0.08545938043205818,0.0222511074198793,NA,NA,NA,2,2,2,0.10092119712075356,0.179926381220578
ENSG00000113532.12,ST8SIA4,-1.7195651531219482,NA,0.0855115149855889,0.004164721956971857,NA,NA,NA,1,1,1,0.0855115149855889,0.0928103074949626
ENSG00000187866.8,FAM122A,1.719367504119873,NA,0.08554747541546046,3.0265491995292667e-05,NA,NA,NA,1,1,1,0.08554747541546046,0.00811825403852355
ENSG00000077092.18,RARB,-1.7189666032791133,NA,0.08562045320179218,9.341376084583438e-05,NA,NA,NA,1,1,1,0.08562045320179212,0.0190118495140342
ENSG00000010438.16,PRSS3,1.71883761882782,NA,0.08564394351845912,0.0009398996725564619,NA,NA,NA,1,1,1,0.08564394351845918,0.04415037461183099
ENSG00000235173.6,HGH1,-1.718013286590576,NA,0.08579419182968286,0.0014931551928899136,NA,NA,NA,1,1,1,0.0857941918296828,0.12269386926906402
ENSG00000068097.14,HEATR6,-1.7179747463225659,NA,0.08580122164576925,0.1085341776491367,NA,NA,NA,2,2,2,0.06415855068322236,0.478953178141924
ENSG00000079950.13,STX7,1.7169847449972229,NA,0.0859819593207423,0.02756455587306897,NA,NA,NA,2,2,2,0.04218235592272019,0.199801133985371
ENSG00000099940.11,SNAP29,1.716481835501333,NA,0.08607388976939274,0.0922641731129118,NA,NA,NA,2,2,2,0.027926401306964253,0.302369617884987
ENSG00000153879.8,CEBPG,-1.7153245409125604,NA,0.08628574161509008,0.00554217676058392,NA,NA,NA,2,2,2,0.08684685276409487,0.126184761422718
ENSG00000279873.2,LINC01126,-1.7150358767621823,NA,0.08633864942602161,0.009604344287246734,NA,NA,NA,2,2,2,0.032025146413444776,0.204560684413746
ENSG00000230733.2,AC092171.4,-1.714033803250184,NA,0.08652251786823871,0.005890134857713819,NA,NA,NA,2,2,2,0.02192483940406822,0.102459529300755
ENSG00000018408.14,WWTR1,-1.7136998176574707,NA,0.08658387042165874,9.110208801306256e-05,NA,NA,NA,1,1,1,0.08658387042165874,0.0332432209223446
ENSG00000155363.18,MOV10,-1.7134843383644316,NA,0.08662347222131658,0.010254592236026466,NA,NA,NA,2,2,2,0.05986242346799521,0.10437933789557599
ENSG00000133313.14,CNDP2,-1.7134541994807215,NA,0.08662901245308503,0.008048035672559361,NA,NA,NA,3,3,3,0.0595521649703334,0.13160047000161
ENSG00000153975.9,ZUFSP,1.713376630709523,NA,0.08664327272336722,0.00273491689714909,NA,NA,NA,2,2,2,0.08652491891215203,0.10643274000244
ENSG00000204387.12,C6orf48,1.7127492427825926,NA,0.0867586816170036,0.017942229742303275,NA,NA,NA,1,1,1,0.08675868161700356,0.267098496053345
ENSG00000111785.19,RIC8B,-1.7124055624008179,NA,0.08682195470443341,1.0918323892933573e-06,NA,NA,NA,1,1,1,0.08682195470443341,0.007340584927734641
ENSG00000187642.9,PERM1,1.7123583555221558,NA,0.08683064861005728,0.004194126445030949,NA,NA,NA,1,1,1,0.08683064861005728,0.12028465162501499
ENSG00000181894.14,ZNF329,-1.7122205657111307,NA,0.08685602883857123,0.015434048822482494,NA,NA,NA,3,3,3,0.11084902324192636,0.13988829256864901
ENSG00000169813.16,HNRNPF,1.7117870716233743,NA,0.08693591545083959,9.823247130584077e-06,NA,NA,NA,2,2,2,0.08648801408308313,0.0115201211880582
ENSG00000172315.5,TP53RK,1.711660385131836,NA,0.08695927311246862,1.6006144025181683e-05,NA,NA,NA,1,1,1,0.08695927311246862,0.0171885925953197
ENSG00000179913.10,B3GNT3,-1.711431482938714,NA,0.08700148951020246,0.055898528996809645,NA,NA,NA,2,2,2,0.11177416314641242,0.273922110922659
ENSG00000179933.5,C14orf119,-1.7111096382141113,NA,0.08706087526607212,0.0015998559019318914,NA,NA,NA,1,1,1,0.08706087526607212,0.0564642688703539
ENSG00000159579.13,RSPRY1,1.7110888957977295,NA,0.08706470371216465,0.008374680667951209,NA,NA,NA,1,1,1,0.08706470371216465,0.286645396412634
ENSG00000140279.12,DUOX2,-1.7106123157030315,NA,0.08715270395434914,0.010015843456022687,NA,NA,NA,2,2,2,0.08567866748762049,0.279280053019805
ENSG00000091138.12,SLC26A3,-1.7103324829579978,NA,0.08720440835127023,3.1334483229046304e-06,NA,NA,NA,2,2,2,0.19159204776852123,0.00548509306520089
ENSG00000172432.18,GTPBP2,-1.7102009057998657,NA,0.08722872827690217,1.2684690065925362e-05,NA,NA,NA,1,1,1,0.08722872827690217,0.0112069316980264
ENSG00000111676.14,ATN1,-1.710101273890984,NA,0.08724714727719955,0.06683505835306391,NA,NA,NA,3,4,4,0.09134438988143116,0.321678908190593
ENSG00000109814.11,UGDH,1.709981083869934,NA,0.08726937104262357,0.0005102145772207863,NA,NA,NA,1,1,1,0.08726937104262357,0.0799891294170266
ENSG00000085831.15,TTC39A,1.708118359921599,NA,0.08761438284728078,0.0031947165119782166,NA,NA,NA,2,2,2,0.0569201931239924,0.10737291374390799
ENSG00000072163.19,LIMS2,1.7079792916697574,NA,0.08764018500410603,0.020427232997333497,NA,NA,NA,3,3,3,0.038407897626140775,0.28254216111956204
ENSG00000168291.12,PDHB,-1.707549672147619,NA,0.08771993357997124,0.027246243508845802,NA,NA,NA,2,2,2,0.10159015661808692,0.210494004612668
ENSG00000127054.20,INTS11,1.7065654935052128,NA,0.08790284342051191,0.015434339035048664,NA,NA,NA,4,4,4,0.025975937411318595,0.30164285830780896
ENSG00000104412.7,EMC2,1.7062907218933105,NA,0.08795396468065397,0.0033410286404890357,NA,NA,NA,1,1,1,0.08795396468065397,0.28280243494362
ENSG00000198520.10,C1orf228,-1.7060365499202454,NA,0.08800127472246846,0.005231945204511139,NA,NA,NA,2,2,2,0.06181454241590257,0.09883942992891699
ENSG00000122642.10,FKBP9,1.7059855461120605,NA,0.08801077073616648,0.006415421592347761,NA,NA,NA,1,1,1,0.08801077073616648,0.213202607589635
ENSG00000170962.12,PDGFD,1.7059407234191895,NA,0.08801911661686324,1.4934976033793563e-05,NA,NA,NA,1,1,1,0.08801911661686324,0.0137221736335815
ENSG00000181781.9,ODF3L2,1.7058285474777222,NA,0.0880400063123463,0.007063333994004261,NA,NA,NA,1,1,1,0.0880400063123463,0.147429506142332
ENSG00000124380.10,SNRNP27,-1.705636629592756,NA,0.08807575503063977,0.007691699607850375,NA,NA,NA,2,2,2,0.049493801515782296,0.130091441668917
ENSG00000283361.1,RP11-569D9.5,-1.7051939964294436,NA,0.08815824934063643,0.0022263930781908268,NA,NA,NA,1,1,1,0.08815824934063643,0.0668233392055595
ENSG00000251533.2,LINC00605,1.7047836780548091,NA,0.08823477671985093,2.333371042106986e-06,NA,NA,NA,1,1,1,0.08823477671985087,0.00788221547346827
ENSG00000142208.15,AKT1,1.704610742652917,NA,0.08826704647716446,0.005625699672407826,NA,NA,NA,2,2,2,0.05563434899547606,0.138311265404259
ENSG00000132031.12,MATN3,1.7045325040817259,NA,0.08828164892539869,0.014205042976976757,NA,NA,NA,1,2,2,0.0882816489253986,0.296876373866346
ENSG00000137460.8,FHDC1,-1.7039909362792969,NA,0.08838278055543765,3.258133721831422e-05,NA,NA,NA,1,1,1,0.08838278055543765,0.0224176662040723
ENSG00000051825.14,MPHOSPH9,-1.7038809061050415,NA,0.08840333884975936,0.00843472223048137,NA,NA,NA,1,2,2,0.08840333884975936,0.15761854294081198
ENSG00000004838.13,ZMYND10,1.7038587331771853,NA,0.08840748215793524,1.3440128697642993e-05,NA,NA,NA,1,1,1,0.08840748215793524,0.0102411967221914
ENSG00000273329.1,RP11-448A19.1,1.703246831893921,NA,0.08852188587877426,0.004683711045656389,NA,NA,NA,1,1,1,0.08852188587877426,0.0951281407924937
ENSG00000164031.16,DNAJB14,1.7031337598267273,NA,0.08854303938000499,0.01808939128378858,NA,NA,NA,3,3,3,0.11505300966269655,0.199269504593459
ENSG00000198837.9,DENND4B,1.703034039240185,NA,0.08856169846958392,0.020755332811041843,NA,NA,NA,2,2,2,0.08158542711003644,0.45742927070783707
ENSG00000134817.10,APLNR,1.7028969740266338,NA,0.08858735042271927,0.0039254176358059206,NA,NA,NA,2,2,2,0.09101015613662487,0.0863929725425071
ENSG00000143458.11,GABPB2,1.7027783100428069,NA,0.08860956339520977,0.01016438181626725,NA,NA,NA,2,2,2,0.07560036107608117,0.14268853548973498
ENSG00000261115.5,TMEM178B,-1.7022550106048586,NA,0.08870757452279407,0.005209895251018988,NA,NA,NA,1,1,1,0.08870757452279411,0.11092403716664098
ENSG00000129946.10,SHC2,1.7022070682332908,NA,0.08871655823415714,0.1579636794213345,NA,NA,NA,4,5,5,0.04956636621996562,0.419325038849214
ENSG00000241973.10,PI4KA,-1.7022060361418376,NA,0.0887167516413229,0.030629937570586144,NA,NA,NA,2,2,2,0.027926401306964253,0.177126704268242
ENSG00000166780.10,C16orf45,-1.7021903991699217,NA,0.08871968194882236,0.007051186424560895,NA,NA,NA,1,1,1,0.08871968194882232,0.129728011267061
ENSG00000135587.8,SMPD2,1.7018805781771864,NA,0.08877775727763457,0.026113032178358794,NA,NA,NA,3,3,3,0.13712060289733916,0.28503037257605196
ENSG00000155657.26,TTN,-1.701849341392517,NA,0.08878361425037502,3.9962725024132375e-06,NA,NA,NA,1,1,1,0.08878361425037502,0.0109554127144844
ENSG00000160783.19,PMF1,-1.701655864715576,NA,0.08881989853299803,0.003746568594482822,NA,NA,NA,1,1,1,0.08881989853299803,0.0964124269625363
ENSG00000185019.16,UBOX5,1.7016425502540338,NA,0.08882239594354334,0.05524235214953803,NA,NA,NA,2,2,2,0.09807982136470296,0.22172397402098
ENSG00000136371.10,MTHFS,-1.7015952306896704,NA,0.08883127219252875,0.12443652490473707,NA,NA,NA,3,4,4,0.07837880796490877,0.33564751022890194
ENSG00000237604.1,AP001056.1,-1.7013681736872224,NA,0.08887387370505893,0.15510678394181257,NA,NA,NA,2,2,2,0.111667813470305,0.628699642459394
ENSG00000253910.2,PCDHGB2,1.7011365846279185,NA,0.08891734250020703,0.007578073901903883,NA,NA,NA,2,2,2,0.07360572962407377,0.237374583878814
ENSG00000159176.13,CSRP1,1.7005165815353391,NA,0.08903380014127105,4.422727310095163e-05,NA,NA,NA,1,1,1,0.08903380014127099,0.0186970279619065
ENSG00000173660.11,UQCRH,1.7005161233323305,NA,0.08903388625277818,0.015212284957628351,NA,NA,NA,2,2,2,0.08723432566815803,0.27676020731818896
ENSG00000105486.13,LIG1,-1.7002751673124894,NA,0.0890791791580255,0.024084702224760918,NA,NA,NA,3,3,3,0.111900807501669,0.570090955495206
ENSG00000090975.12,PITPNM2,-1.6998423337936401,NA,0.08916058621428508,0.0033894545888726135,NA,NA,NA,1,1,1,0.08916058621428508,0.0963139732270127
ENSG00000158373.8,HIST1H2BD,1.6998134851455686,NA,0.08916601417941458,0.004880465904527798,NA,NA,NA,1,1,1,0.08916601417941458,0.10526254803070599
ENSG00000119906.11,SLF2,-1.699603691350558,NA,0.08920549555782605,0.006729647631122571,NA,NA,NA,3,3,3,0.00035192286296933055,0.107896660522481
ENSG00000102870.5,ZNF629,-1.699480652809143,NA,0.0892286568976622,2.1191079739261785e-05,NA,NA,NA,1,1,1,0.0892286568976622,0.00754141804457997
ENSG00000244414.6,CFHR1,1.6990178823471067,NA,0.08931581430785056,0.04273505990165099,NA,NA,NA,1,1,1,0.08931581430785056,0.28932222311199296
ENSG00000197375.12,SLC22A5,-1.698881487692153,NA,0.08934151572650115,0.19964024109865763,NA,NA,NA,2,2,2,0.08201055356365897,0.4190327000606289
ENSG00000100528.11,CNIH1,-1.698358818899141,NA,0.08944005955777186,0.04375400441447229,NA,NA,NA,3,3,3,0.0732988988383908,0.261605018454672
ENSG00000040341.17,STAU2,1.6981173753738403,NA,0.0894856108016228,0.0030733627466400593,NA,NA,NA,1,1,1,0.0894856108016228,0.0844834194126486
ENSG00000164114.18,MAP9,1.697823166847229,NA,0.08954114205151813,0.00915858429801832,NA,NA,NA,1,1,1,0.08954114205151813,0.134964305884401
ENSG00000160882.11,CYP11B1,-1.6976516246795657,NA,0.08957353308464486,1.6442430760986823e-05,NA,NA,NA,1,2,2,0.08957353308464493,0.0270561553839728
ENSG00000273045.5,C2orf15,1.6973872184753416,NA,0.08962347742200567,1.0580558330935058e-05,NA,NA,NA,1,2,2,0.08962347742200559,0.00597061168425184
ENSG00000132694.18,ARHGEF11,1.6971981946742551,NA,0.08965919633495742,0.0037807298276715277,NA,NA,NA,2,2,2,0.07778384515249544,0.129677884904348
ENSG00000204397.7,CARD16,-1.69671014308696,NA,0.08975147408510625,0.0033507153409911327,NA,NA,NA,2,2,2,0.12411742067406788,0.149462771564939
ENSG00000087152.15,ATXN7L3,-1.6965920925140383,NA,0.08977380583119204,1.0288148452865203e-05,NA,NA,NA,1,1,1,0.08977380583119204,0.0121128681873978
ENSG00000107833.10,NPM3,1.696398138999939,NA,0.0898105059254616,0.000886727878605333,NA,NA,NA,1,1,1,0.0898105059254616,0.04365268227580899
ENSG00000230939.1,RP11-314C16.1,-1.6961939334869387,NA,0.08984915896570152,0.08714242394824166,NA,NA,NA,1,1,1,0.08984915896570152,0.439508524841566
ENSG00000100592.15,DAAM1,1.696047761325387,NA,0.0898768353860646,0.008392694677918693,NA,NA,NA,2,2,2,0.13460646043703248,0.164459742188445
ENSG00000126217.20,MCF2L,1.6958231992945882,NA,0.08991936761217774,0.022327351819005505,NA,NA,NA,2,2,2,0.2510190580935763,0.18394632130248398
ENSG00000183625.14,CCR3,-1.69555376141335,NA,0.08997042073983456,0.0059011744610671345,NA,NA,NA,2,2,2,0.054892923294606946,0.10545650122192599
ENSG00000259207.7,ITGB3,-1.6951303976850305,NA,0.09005068688803057,0.012547992993278734,NA,NA,NA,2,2,2,0.025730826750425515,0.12267517141225802
ENSG00000154342.5,WNT3A,-1.6949416399002073,NA,0.09008649232415783,1.2398111989525872e-06,NA,NA,NA,1,1,1,0.09008649232415776,0.00278765076616895
ENSG00000198771.10,RCSD1,-1.6937188669450172,NA,0.09031871755718454,0.11109179153795878,NA,NA,NA,3,3,3,0.14900671499636978,0.31553577851281395
ENSG00000184117.11,NIPSNAP1,-1.6925618253080197,NA,0.09053890261160205,0.025874982461406786,NA,NA,NA,3,3,3,0.009323440898211055,0.154802381579531
ENSG00000123178.14,SPRYD7,1.6923708301508078,NA,0.0905752904856195,0.023632860569844642,NA,NA,NA,3,3,3,0.041486777413800774,0.29343926372898904
ENSG00000174521.7,TTC9B,1.6918311119079592,NA,0.09067817972386465,0.007678851779800112,NA,NA,NA,1,1,1,0.09067817972386473,0.14068387413943398
ENSG00000178397.12,FAM220A,-1.6916002035140991,NA,0.09072222767269472,0.0037622162069985755,NA,NA,NA,1,1,1,0.09072222767269472,0.0852720366436436
ENSG00000148297.15,MED22,-1.6915456102145137,NA,0.09073264437339743,0.02177953435423892,NA,NA,NA,3,3,3,0.04511943114722818,0.15297214391768302
ENSG00000174951.10,FUT1,1.6910093113148805,NA,0.09083502429335552,0.02306272779936435,NA,NA,NA,2,2,2,0.03784234025305943,0.17605734868757397
ENSG00000120729.9,MYOT,1.6909105777740479,NA,0.09085388273404985,1.0701081892336006e-05,NA,NA,NA,1,1,1,0.09085388273404985,0.0128475344136198
ENSG00000167302.10,TEPSIN,-1.690519347059046,NA,0.09092864008643102,0.001615456358809669,NA,NA,NA,2,2,2,0.021977696067677716,0.155307565085038
ENSG00000117791.15,MARC2,1.6905109660465387,NA,0.0909302420924912,0.046464600784289344,NA,NA,NA,2,2,2,0.0913508622973985,0.276531609488499
ENSG00000205108.5,FAM205A,1.6903907523177826,NA,0.09095322309338208,0.018058317802840965,NA,NA,NA,2,2,2,0.14801193716891597,0.233514148779642
ENSG00000126858.16,RHOT1,1.6896294614255989,NA,0.09109886590760255,0.011278579625148038,NA,NA,NA,2,3,3,0.01954008104751887,0.221390107706219
ENSG00000124257.6,NEURL2,1.6885083949969846,NA,0.09131367882591228,0.03320903801239168,NA,NA,NA,2,2,2,0.04783575604745036,0.238392833431603
ENSG00000132780.16,NASP,1.688284158706665,NA,0.09135669464874065,0.0010930463782704279,NA,NA,NA,1,1,1,0.09135669464874065,0.0506350264941995
ENSG00000085644.13,ZNF213,1.6882292454814696,NA,0.09136723127620616,0.0175633660485516,NA,NA,NA,2,2,2,0.13086256592966306,0.19396927698415398
ENSG00000196576.14,PLXNB2,-1.6879075966288013,NA,0.09142896816273673,0.003422406100739691,NA,NA,NA,3,3,3,0.1488671779057265,0.237423684075319
ENSG00000157322.17,CLEC18A,-1.6875543788985887,NA,0.0914968029655921,1.2244259631804302,NA,NA,NA,2,2,2,0.1318645134238374,0.998034653205077
ENSG00000127526.14,SLC35E1,1.6873400247664723,NA,0.09153798899437726,0.001671188881119695,NA,NA,NA,2,2,2,0.08717228575539918,0.08792321643248198
ENSG00000167613.15,LAIR1,1.6870891999142297,NA,0.09158620142930687,0.0027596164379897208,NA,NA,NA,2,2,2,0.034734740077107445,0.0707697441501109
ENSG00000273243.1,CTA-217C2.2,1.6867910623550413,NA,0.09164353464516668,0.02293569969161262,NA,NA,NA,1,1,1,0.09164353464516668,0.307370414933579
ENSG00000124532.14,MRS2,1.6865995208829954,NA,0.09168038416160712,0.03230033405331749,NA,NA,NA,4,4,4,0.03874022838258168,0.191785978884095
ENSG00000088053.11,GP6,1.6865343537946131,NA,0.09169292398175335,0.028848917416709623,NA,NA,NA,2,2,2,0.09760922402601332,0.177638495150226
ENSG00000196172.9,ZNF681,-1.6863245397086846,NA,0.091733306959158,0.039840500907373344,NA,NA,NA,2,2,2,0.03327571228124855,0.331914858349622
ENSG00000160741.16,CRTC2,-1.6860136985778809,NA,0.09179316091069477,4.2936876777112954e-07,NA,NA,NA,1,1,1,0.09179316091069477,0.00229865396489253
ENSG00000117400.16,MPL,1.6856805714270018,NA,0.09185734097426283,0.003942479885722928,NA,NA,NA,2,2,2,0.024031580441750522,0.0694611729251823
ENSG00000263874.2,LINC00672,-1.685673268705766,NA,0.09185874831561502,0.01949269685503696,NA,NA,NA,3,3,3,0.09347409851794444,0.12847414873774002
ENSG00000137413.15,TAF8,-1.6856354475021365,NA,0.0918660372927677,3.851131037066335e-05,NA,NA,NA,1,1,1,0.09186603729276777,0.0138286174917528
ENSG00000003509.15,NDUFAF7,-1.6855900576496483,NA,0.09187478552840236,1.1977393844072807e-05,NA,NA,NA,2,2,2,0.07567600910599956,0.00769732808613121
ENSG00000169692.12,AGPAT2,1.6852885484695435,NA,0.09193291404112333,0.00046345688089315763,NA,NA,NA,1,2,2,0.09193291404112333,0.0544101756411755
ENSG00000259275.2,RP11-522B15.3,-1.684802770614624,NA,0.09202663020291718,0.012398693047280968,NA,NA,NA,1,1,1,0.09202663020291718,0.205021340934507
ENSG00000155096.13,AZIN1,1.6846691547678663,NA,0.09205242079775394,0.005180009943996002,NA,NA,NA,2,2,2,0.1099673752408262,0.127279057120082
ENSG00000127580.15,WDR24,-1.6836318969726565,NA,0.09225283034464131,0.010320783785889798,NA,NA,NA,1,1,1,0.09225283034464138,0.162277842583778
ENSG00000188996.4,HUS1B,1.682965874671936,NA,0.09238169778298674,4.442693401902321e-06,NA,NA,NA,1,1,1,0.09238169778298674,0.00456192228332605
ENSG00000038532.14,CLEC16A,-1.6826132535934448,NA,0.09244998430053493,0.008133404107456494,NA,NA,NA,1,1,1,0.09244998430053493,0.146763823742464
ENSG00000108423.14,TUBD1,1.6824144124984741,NA,0.09248850856309546,0.00212911404729164,NA,NA,NA,1,2,2,0.09248850856309546,0.0753874723516923
ENSG00000116147.16,TNR,1.68187946860904,NA,0.09259221470760218,0.008368394566161369,NA,NA,NA,2,2,2,0.09164000344032523,0.13606873662983698
ENSG00000172296.12,SPTLC3,1.6818546831673082,NA,0.09259702196469638,0.03731170902394468,NA,NA,NA,2,2,2,0.042184529504855336,0.482519790965034
ENSG00000179855.5,GIPC3,-1.6814187822527658,NA,0.09268159982795182,0.059974381174692185,NA,NA,NA,2,2,2,0.04165661872559371,0.548942918923146
ENSG00000260597.1,AC012531.25,1.6808006402020566,NA,0.0928016442709337,0.011238599896090228,NA,NA,NA,2,2,2,0.03923836343368658,0.15161632528801097
ENSG00000104213.12,PDGFRL,1.6804981231689453,NA,0.09286043916796308,0.007752820562833796,NA,NA,NA,1,1,1,0.09286043916796308,0.12541019316502902
ENSG00000137225.12,CAPN11,1.6792986922748276,NA,0.09309384574409356,0.044525663228369886,NA,NA,NA,2,2,2,0.13391075905138203,0.24995612084626198
ENSG00000273156.1,RP11-127B20.2,1.6788093103686998,NA,0.09318921351351306,0.001422306746803279,NA,NA,NA,2,2,2,0.08917853091514459,0.11737697822639
ENSG00000227676.3,LINC01068,1.6785703897476196,NA,0.09323580138378837,0.14952670335508544,NA,NA,NA,1,1,1,0.09323580138378837,0.5571370964427221
ENSG00000188612.11,SUMO2,-1.678359608504361,NA,0.0932769177854025,0.010675675205741296,NA,NA,NA,2,2,2,0.07970467576333143,0.15464646026369902
ENSG00000165209.18,STRBP,1.6783238649368286,NA,0.0932838916077796,0.00018298692105374822,NA,NA,NA,1,1,1,0.0932838916077796,0.0578478977461832
ENSG00000138316.10,ADAMTS14,-1.6774712829125078,NA,0.09345036042181513,0.007705911631198142,NA,NA,NA,2,2,2,0.006939086359878766,0.0747134433872162
ENSG00000128595.16,CALU,-1.6769720315933228,NA,0.09354795110571638,0.0018669673143263009,NA,NA,NA,1,1,1,0.09354795110571638,0.0616247397241179
ENSG00000232838.3,PET117,-1.676784262170856,NA,0.09358467630778024,0.004267246242006093,NA,NA,NA,2,2,2,0.11176726047919883,0.128583752393094
ENSG00000260947.1,RP11-384P7.7,1.67677188770851,NA,0.09358709699421766,0.19677810396145162,NA,NA,NA,3,3,3,0.08734831982783277,1.53200975330459
ENSG00000142937.11,RPS8,-1.6767015263955356,NA,0.09360086199555633,0.01937991177103084,NA,NA,NA,2,2,2,0.06399333980419906,0.262064082948333
ENSG00000130770.17,ATPIF1,-1.6765365138498816,NA,0.09363315028102218,0.01511885205250919,NA,NA,NA,2,2,2,0.14011167358961182,0.19381618786561605
ENSG00000265055.1,AC145343.2,1.6764340400695799,NA,0.09365320599641513,0.03159013834150486,NA,NA,NA,1,1,1,0.09365320599641506,0.49901755674414394
ENSG00000118873.15,RAB3GAP2,1.6763698460658643,NA,0.09366577151844609,0.014343802401850212,NA,NA,NA,2,2,2,0.12920353130584825,0.14955394190525198
ENSG00000116095.10,PLEKHA3,-1.675499439239502,NA,0.09383628100931411,0.0022194360616590294,NA,NA,NA,1,1,1,0.09383628100931411,0.0735827053933803
ENSG00000112343.10,TRIM38,1.675012707710266,NA,0.0939317383931883,0.006989081443713947,NA,NA,NA,1,1,1,0.09393173839318822,0.126179892480318
ENSG00000213676.10,ATF6B,1.67472536499306,NA,0.09398812835434871,0.03066555001835993,NA,NA,NA,2,3,3,1.198411807396254e-15,0.272107401954725
ENSG00000272866.1,RP11-12D24.10,-1.6744035482406616,NA,0.09405131594219819,0.004320839375255827,NA,NA,NA,1,1,1,0.09405131594219819,0.16266244981191502
ENSG00000095539.15,SEMA4G,1.6743321483804388,NA,0.09406533966965941,0.0009306122322014946,NA,NA,NA,2,2,2,0.03258881356381716,0.0575642510465428
ENSG00000074695.5,LMAN1,1.6740728616714478,NA,0.09411628056635914,0.00527368677417746,NA,NA,NA,1,1,1,0.09411628056635914,0.114473655051118
ENSG00000234663.5,LINC01934,-1.673908433767587,NA,0.09414859643842602,2.267919758741126e-05,NA,NA,NA,2,2,2,0.08318872009128249,0.010632080240711
ENSG00000113504.20,SLC12A7,1.6738736468137987,NA,0.09415543443961713,0.10451380649229913,NA,NA,NA,4,4,4,0.08829522269813325,0.368695167731029
ENSG00000163808.16,KIF15,1.6735541820526123,NA,0.0942182496027469,0.0016741860014168127,NA,NA,NA,1,1,1,0.0942182496027469,0.11582677010156699
ENSG00000090382.6,LYZ,1.6735258496281884,NA,0.09422382212312543,0.3150995921235754,NA,NA,NA,3,3,3,0.08329867581052411,0.48222434737805503
ENSG00000203747.10,FCGR3A,-1.6728640294694082,NA,0.09435406641859402,0.006883472877404238,NA,NA,NA,3,3,3,0.021092588036793748,0.113354614493673
ENSG00000124205.15,EDN3,1.6726967529832242,NA,0.09438700878559493,0.0032967533341896555,NA,NA,NA,2,2,2,0.09438751039667836,0.0848941091990307
ENSG00000136888.6,ATP6V1G1,1.67251718044281,NA,0.09442238291935745,0.0013711485360075738,NA,NA,NA,1,1,1,0.09442238291935745,0.0703721541869912
ENSG00000197915.5,HRNR,-1.6725166970910703,NA,0.09442247814952903,0.2594919955519241,NA,NA,NA,4,4,4,0.0011800432711485914,0.838745502691032
ENSG00000187510.8,PLEKHG7,1.672091722488403,NA,0.09450623662661704,0.0009775776608178463,NA,NA,NA,1,1,1,0.09450623662661699,0.0439150829316715
ENSG00000115677.16,HDLBP,1.6718605911879076,NA,0.09455181541614106,0.04998616502284202,NA,NA,NA,3,3,3,0.09518760844685106,0.24221975357913503
ENSG00000008118.9,CAMK1G,-1.671680351274612,NA,0.09458737071541884,0.09449733048418632,NA,NA,NA,2,2,2,0.09109953266369272,0.24459700076527
ENSG00000100403.11,ZC3H7B,-1.6716556549072266,NA,0.09459224331629093,0.00027902098893334726,NA,NA,NA,1,1,1,0.09459224331629093,0.0680608255679207
ENSG00000196159.11,FAT4,-1.6712436738794987,NA,0.09467355697195737,0.0030187702936741727,NA,NA,NA,2,2,2,0.09771230387570909,0.0484211595957123
ENSG00000170498.8,KISS1,1.6711175106616956,NA,0.09469846930068641,0.011040661404000628,NA,NA,NA,2,2,2,0.06580464394055092,0.0871405600814394
