gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000150760.12,DOCK1,-0.08050545968113007,NA,0.9358352541337797,0.010930390252985806,NA,NA,NA,2,3,3,0.32961222805510204,0.140262299714447
ENSG00000131148.8,EMC8,-0.08045108616352083,NA,0.9358784976581966,0.002351189742729026,NA,NA,NA,1,1,1,0.9358784976581966,0.0840041345579597
ENSG00000271653.1,RP11-259K5.1,-0.08031161935925157,NA,0.935989417154131,7.721468364348328e-05,NA,NA,NA,2,2,2,0.5730482131344947,0.028370211948026
ENSG00000183688.4,RFLNB,-0.08028186857700347,NA,0.9360130784420018,0.007263658525625437,NA,NA,NA,1,1,1,0.9360130784420018,0.21331603704081503
ENSG00000259459.5,RP11-321G12.1,0.08021843433380128,NA,0.9360635289306738,0.0038438259359477034,NA,NA,NA,1,1,1,0.9360635289306738,0.200581388276553
ENSG00000148175.12,STOM,-0.08000638900149937,NA,0.9362321745741904,0.00030619003306677937,NA,NA,NA,2,2,2,0.39825826593681035,0.11104637425017999
ENSG00000138085.16,ATRAID,-0.0799208887339392,NA,0.9363001761623763,0.08845504988020836,NA,NA,NA,3,3,3,0.7434637249027857,0.265505648270127
ENSG00000165646.11,SLC18A2,0.07978695631027222,NA,0.9364066986052223,0.010632082141481196,NA,NA,NA,1,1,1,0.9364066986052223,0.145677274298059
ENSG00000153347.9,FAM81B,0.0796094760298729,NA,0.9365478583583077,7.2510185518928165e-06,NA,NA,NA,1,1,1,0.9365478583583077,0.00414944585135138
ENSG00000124613.8,ZNF391,-0.07960879802703859,NA,0.9365483976147911,0.002135897364422702,NA,NA,NA,1,1,1,0.9365483976147911,0.18237042865007103
ENSG00000143013.12,LMO4,-0.0793531984090805,NA,0.9367516934547653,0.013685187679961679,NA,NA,NA,1,1,1,0.9367516934547653,0.520321639839348
ENSG00000117614.9,SYF2,-0.0792360156774521,NA,0.9368448982670827,6.409361559477778e-06,NA,NA,NA,1,1,1,0.9368448982670828,0.0134496388326141
ENSG00000114124.2,GRK7,-0.07916116689040638,NA,0.9369044319555049,0.23488796922611127,NA,NA,NA,2,2,2,0.541614894067913,0.8620209499380159
ENSG00000136522.13,MRPL47,0.07908621430397034,NA,0.9369640485580033,0.0019035459516564374,NA,NA,NA,1,1,1,0.9369640485580033,0.10974448773602599
ENSG00000134489.6,HRH4,0.07906692475080492,NA,0.9369793913495554,0.11256900661715462,NA,NA,NA,1,1,1,0.9369793913495554,0.677021108707628
ENSG00000101158.13,NELFCD,0.07896848468116671,NA,0.9370576903377748,0.7915959780343176,NA,NA,NA,4,4,4,0.11009839886855104,1.06551725309299
ENSG00000268751.1,SCGB1B2P,-0.07892892509698868,NA,0.9370891561048013,0.02390331087988281,NA,NA,NA,1,1,1,0.9370891561048013,0.214938290671053
ENSG00000087258.14,GNAO1,0.07886771918093119,NA,0.9371378395981506,0.01346851661037008,NA,NA,NA,2,2,2,0.9296219746744204,0.152942844491637
ENSG00000169918.9,OTUD7A,-0.0788145386593197,NA,0.9371801398432189,0.010299750635028457,NA,NA,NA,2,2,2,0.18050343212643594,0.163354784127781
ENSG00000154227.13,CERS3,-0.07871467250857127,NA,0.9372595747189124,0.10787056819777924,NA,NA,NA,3,3,3,0.18795088257097636,0.6437147721469499
ENSG00000116251.9,RPL22,0.07867706567049026,NA,0.9372894878641881,2.152162544494404e-06,NA,NA,NA,1,1,1,0.9372894878641881,0.0038833393725993203
ENSG00000153140.8,CETN3,0.07863594591617584,NA,0.9373221953465658,0.00014387522945315834,NA,NA,NA,1,1,1,0.9373221953465658,0.0554743897581154
ENSG00000137200.12,CMTR1,-0.07859629392623901,NA,0.937353735439703,0.0009741713963463796,NA,NA,NA,1,1,1,0.937353735439703,0.0646399633435573
ENSG00000137944.17,KYAT3,-0.07818570681455973,NA,0.937680331520679,0.14349547419976047,NA,NA,NA,4,4,4,0.36226659995337707,0.34635445582551694
ENSG00000206113.10,CFAP99,-0.07814709600366117,NA,0.9377110445191053,0.001174429392288745,NA,NA,NA,2,2,2,0.48283442834945345,0.0719792452987721
ENSG00000188130.13,MAPK12,0.07814346812831427,NA,0.9377139303200286,0.1299040844352131,NA,NA,NA,3,3,3,0.05465265804778817,0.467883679482995
ENSG00000027075.14,PRKCH,0.07800573110580444,NA,0.9378234941233343,0.0012236460618583558,NA,NA,NA,1,1,1,0.9378234941233343,0.059703336763164
ENSG00000141551.14,CSNK1D,-0.07800482958555222,NA,0.937824211247316,0.0005742030939053941,NA,NA,NA,1,1,1,0.937824211247316,0.0380226532340846
ENSG00000271874.1,CTD-2024P10.2,0.07797715810523324,NA,0.937846222848506,0.06612863312978787,NA,NA,NA,2,2,2,0.3509394038867616,0.26454889184700103
ENSG00000198060.9,MARCH5,0.07793428482108226,NA,0.9378803269953392,0.0034203801908957126,NA,NA,NA,2,2,2,0.6189965083459434,0.0822224776695063
ENSG00000100105.17,PATZ1,0.07771471887826918,NA,0.938054985546028,3.1756350921645484e-06,NA,NA,NA,1,1,1,0.9380549855460278,0.009467134186193521
ENSG00000171503.11,ETFDH,-0.07760712086146297,NA,0.9381405778398821,0.08398879082840989,NA,NA,NA,2,2,2,0.7619931325149406,0.548748565656493
ENSG00000172354.9,GNB2,0.07757581438218822,NA,0.9381654817173039,0.005793865409572064,NA,NA,NA,2,2,2,0.41858460186124913,0.23031471635322698
ENSG00000118181.10,RPS25,0.07748447575782749,NA,0.938238140693206,0.021487190680966543,NA,NA,NA,2,2,2,0.9092113100479544,0.213884564078776
ENSG00000167799.9,NUDT8,0.0772716806487132,NA,0.9384074190997868,0.02567507453459131,NA,NA,NA,3,3,3,0.1024675140295291,0.248205161191354
ENSG00000154760.13,SLFN13,0.07720762471210484,NA,0.9384583761118394,0.006152121481581449,NA,NA,NA,2,2,2,0.5989933438405662,0.12139342139963501
ENSG00000127364.3,TAS2R4,0.07694809883832932,NA,0.9386648336056448,0.012178619918047967,NA,NA,NA,1,2,2,0.9386648336056448,0.339608821408129
ENSG00000130714.15,POMT1,-0.07687835573659386,NA,0.9387203161991403,0.01321091296010544,NA,NA,NA,2,2,2,0.6486356150340713,0.222004217684799
ENSG00000116183.10,PAPPA2,-0.07675338536500931,NA,0.9388197343786715,1.0120147469116494e-07,NA,NA,NA,1,1,1,0.9388197343786715,0.0014516762867436699
ENSG00000111110.11,PPM1H,0.07655113935470582,NA,0.9389806299758939,0.00035088865750299285,NA,NA,NA,1,1,1,0.9389806299758939,0.0348381828697426
ENSG00000159079.18,C21orf59,-0.07653650185804257,NA,0.9389922748450834,0.0013335972021457452,NA,NA,NA,2,3,3,0.882635302369256,0.0658279053747391
ENSG00000068697.6,LAPTM4A,-0.07643987983465195,NA,0.9390691428805098,0.00013755152967974348,NA,NA,NA,1,1,1,0.9390691428805098,0.0165753102566866
ENSG00000166598.14,HSP90B1,-0.0764252692461014,NA,0.9390807664418387,0.002142279452711328,NA,NA,NA,1,1,1,0.9390807664418387,0.0901421482083248
ENSG00000137876.9,RSL24D1,-0.07639334264875756,NA,0.9391061659266607,0.027099079189760615,NA,NA,NA,2,2,2,0.2875288232642279,0.387370049065959
ENSG00000181035.13,SLC25A42,-0.07638441026210785,NA,0.9391132721763751,0.010790807991547352,NA,NA,NA,1,1,1,0.9391132721763751,0.169698423886219
ENSG00000206527.9,HACD2,-0.07637525335868531,NA,0.9391205570476909,0.01728713516114064,NA,NA,NA,2,2,2,0.935276420462588,0.184390351969807
ENSG00000161692.17,DBF4B,-0.07633372413643956,NA,0.9391535961233964,0.16572536480936606,NA,NA,NA,3,3,3,0.16702288721838676,0.7370286954024191
ENSG00000168143.8,FAM83B,0.07631354779005052,NA,0.9391696476979225,0.00469825569119329,NA,NA,NA,1,1,1,0.9391696476979225,0.10413504552742
ENSG00000188786.9,MTF1,0.07624052906889502,NA,0.9392277389691948,0.004079958954545255,NA,NA,NA,2,2,2,0.12910614084262137,0.0943322105992164
ENSG00000099917.17,MED15,0.07607253699876183,NA,0.9393613891124063,0.05487639084938734,NA,NA,NA,3,3,3,0.6362830767670394,0.25607992453858497
ENSG00000127980.15,PEX1,0.07599318772554399,NA,0.9394245179346874,0.04791051586064058,NA,NA,NA,1,1,1,0.9394245179346874,0.7836662351979409
ENSG00000254266.5,PKIA-AS1,0.07595101743936537,NA,0.9394580679936589,0.00033147552086376344,NA,NA,NA,1,1,1,0.9394580679936589,0.0410103952967077
ENSG00000172780.16,RAB43,-0.0759178240230499,NA,0.9394844762626823,0.04184212221876854,NA,NA,NA,2,2,2,0.8997299413440794,0.4710241642139629
ENSG00000130529.15,TRPM4,0.07586579144585005,NA,0.939525872867616,0.07037458046159539,NA,NA,NA,3,3,3,0.2578981607370582,0.6255468565118559
ENSG00000115956.9,PLEK,-0.07577764644049027,NA,0.939596000536849,0.0034355808068712713,NA,NA,NA,2,2,2,0.8756354570958021,0.0840253378871941
ENSG00000101457.12,DNTTIP1,0.07571788166219853,NA,0.9396435493239587,0.19039259994563834,NA,NA,NA,2,2,2,0.9160322005315776,0.347665308488938
ENSG00000134258.16,VTCN1,-0.0753212496638298,NA,0.9399591147184271,0.0001655584638719492,NA,NA,NA,1,1,1,0.9399591147184271,0.0785579272133435
ENSG00000047410.13,TPR,-0.07530769618326319,NA,0.9399698982044845,0.001299330416885883,NA,NA,NA,2,2,2,0.6104223717309114,0.0651032965108565
ENSG00000225498.1,AC002064.5,0.07511707898785829,NA,0.9401215591486224,0.13703283786671538,NA,NA,NA,2,2,2,0.8640856816873071,0.333821053094527
ENSG00000138347.15,MYPN,0.07505536079406737,NA,0.9401706645206864,2.797752515922713e-06,NA,NA,NA,1,1,1,0.9401706645206864,0.00418642458646236
ENSG00000128602.9,SMO,-0.07497701048851012,NA,0.9402330033691154,2.385838144528064e-07,NA,NA,NA,1,1,1,0.9402330033691154,0.00132898108342675
ENSG00000228439.5,TSTD3,-0.07475627213716507,NA,0.9404086341943088,0.00020325780796600723,NA,NA,NA,1,1,1,0.9404086341943088,0.0371368486836574
ENSG00000272375.1,RP11-51J9.6,-0.07471600833935751,NA,0.9404406704627488,0.055510483117269666,NA,NA,NA,2,2,2,0.6134241689042618,0.41188537822108595
ENSG00000204227.4,RING1,0.07460040599107741,NA,0.9405326510910309,0.0026308477115446188,NA,NA,NA,1,1,1,0.9405326510910309,0.201443751416305
ENSG00000156482.10,RPL30,0.07448241063676768,NA,0.9406265365661269,0.00031148736661171006,NA,NA,NA,2,2,2,0.3927081249834411,0.0242179466807107
ENSG00000174501.14,ANKRD36C,-0.0744113177061081,NA,0.9406831035438835,0.006632577618393249,NA,NA,NA,1,1,1,0.9406831035438835,0.11630022762187199
ENSG00000271862.1,RP11-343L5.2,0.07425180077552794,NA,0.940810028513364,0.003496367361141744,NA,NA,NA,1,1,1,0.940810028513364,0.1325846632849
ENSG00000273056.1,RP11-77E14.2,0.07399294191433868,NA,0.9410160014031783,0.0004542874133777958,NA,NA,NA,2,2,2,0.9410386988125325,0.0357814295785303
ENSG00000181577.15,C6orf223,-0.07385952871150235,NA,0.9411221592601301,8.244090121025909e-07,NA,NA,NA,2,2,2,0.3018842639298962,0.00388882578453395
ENSG00000226321.5,CROCC2,-0.07380209863185883,NA,0.9411678571148607,0.0015183283983650844,NA,NA,NA,1,1,1,0.9411678571148607,0.0546292296692618
ENSG00000129691.15,ASH2L,0.07378552854061128,NA,0.9411810421860902,0.0003305389156506169,NA,NA,NA,1,1,1,0.9411810421860902,0.12130937706121601
ENSG00000214050.7,FBXO16,-0.07366262376308443,NA,0.9412788398720804,0.00013768468643436893,NA,NA,NA,1,1,1,0.9412788398720805,0.0280640036100152
ENSG00000196793.13,ZNF239,-0.07365367985216281,NA,0.9412859567479195,0.029090541040168436,NA,NA,NA,3,3,3,0.15011110798735125,0.37160854365970397
ENSG00000125798.14,FOXA2,-0.0734720230102539,NA,0.9414305062932046,1.540128402933008e-07,NA,NA,NA,1,1,1,0.9414305062932046,0.0013220629199892301
ENSG00000253506.2,NACA2,0.07341655343770981,NA,0.941474645403467,7.1240389585441915e-06,NA,NA,NA,1,1,1,0.941474645403467,0.0124513752077534
ENSG00000116985.11,BMP8B,0.07333796299018122,NA,0.9415371829233921,0.0054330265250532115,NA,NA,NA,2,3,3,0.9192326562546437,0.160781692278608
ENSG00000142082.14,SIRT3,-0.07331388061067183,NA,0.9415563462951163,0.05657142672246861,NA,NA,NA,3,3,3,0.5112146785115421,0.176393377497406
ENSG00000105672.14,ETV2,0.07326831397697864,NA,0.9415926056925128,0.12724336924927288,NA,NA,NA,2,2,2,0.9329255538616847,0.46181938435696207
ENSG00000105939.12,ZC3HAV1,0.07317058442926756,NA,0.9416703738491351,0.01008361833056962,NA,NA,NA,2,2,2,0.895808775304158,0.117261255343821
ENSG00000130244.12,FAM98C,0.07308549275996583,NA,0.9417380858838704,0.005570507843571224,NA,NA,NA,2,2,2,0.43309034715111394,0.292329664256404
ENSG00000008838.19,MED24,-0.07308203245112888,NA,0.9417408394473222,0.007659372523015733,NA,NA,NA,2,3,3,0.9332163461173986,0.19389923199122697
ENSG00000240423.1,LINC00636,-0.07302845269441605,NA,0.9417834759789814,7.113973363682151e-08,NA,NA,NA,1,1,1,0.9417834759789814,0.0005034372672182941
ENSG00000173950.15,XXYLT1,0.072953188792755,NA,0.9418433681288995,0.020130627378859307,NA,NA,NA,2,2,2,0.20012843147218407,0.217297381864059
ENSG00000167595.14,PROSER3,0.07281228153040029,NA,0.9419554976520913,0.08180100022215742,NA,NA,NA,2,2,2,0.38529522660939597,0.271615053767999
ENSG00000242802.6,AP5Z1,-0.07279015053278601,NA,0.9419731089015487,0.01080082389006012,NA,NA,NA,2,2,2,0.5093604974624546,0.24292651103775603
ENSG00000073584.18,SMARCE1,0.07272994515810247,NA,0.9420210188542527,0.03699299413922623,NA,NA,NA,2,2,2,0.20875960367270052,0.25389124662784
ENSG00000166546.13,BEAN1,-0.07265993142041557,NA,0.9420767343242158,0.046904740742907215,NA,NA,NA,2,2,2,0.39943692526166663,0.448883542262019
ENSG00000132952.11,USPL1,-0.07257132341514243,NA,0.942147247130226,0.000826411489723386,NA,NA,NA,2,2,2,0.9427228037735518,0.0416116670427987
ENSG00000044090.8,CUL7,0.07254940211207224,NA,0.9421646918158092,0.08106944798064383,NA,NA,NA,3,3,3,0.07618332430072863,0.49369828645143504
ENSG00000132329.10,RAMP1,0.07252314686775208,NA,0.9421855854315315,0.00016635621491911245,NA,NA,NA,1,2,2,0.9421855854315315,0.0343320255046582
ENSG00000131100.12,ATP6V1E1,-0.07238100237313827,NA,0.9422987030448089,0.012432734995043253,NA,NA,NA,2,2,2,0.8077879707789681,0.19111732173700302
ENSG00000178038.16,ALS2CL,0.07237857606351926,NA,0.9423006338954608,0.09649658022210932,NA,NA,NA,2,2,2,0.8649627327794024,0.262069405893469
ENSG00000113520.10,IL4,-0.07235538020735806,NA,0.9423190931123576,0.04756646036452215,NA,NA,NA,2,2,2,0.737377192620873,0.21070693928191897
ENSG00000131203.12,IDO1,0.07230395078659059,NA,0.9423600206551442,0.01782271648554794,NA,NA,NA,1,1,1,0.9423600206551443,0.20246158104848602
ENSG00000120915.13,EPHX2,-0.07224376312912152,NA,0.9424079181976237,0.11047153681768686,NA,NA,NA,2,2,2,0.2783139588373077,0.481430974992608
ENSG00000167994.11,RAB3IL1,0.07214326411485672,NA,0.9424878961190468,0.016759409224933616,NA,NA,NA,1,1,1,0.9424878961190468,0.19105921565627101
ENSG00000106484.14,MEST,0.07200455665588378,NA,0.942598281579447,0.02279827641715166,NA,NA,NA,1,1,1,0.942598281579447,0.22750536632767202
ENSG00000277287.1,RP4-794I6.4,0.07195980101823808,NA,0.942633899017395,0.004042336442731692,NA,NA,NA,1,1,1,0.942633899017395,0.157332874101084
ENSG00000086696.10,HSD17B2,-0.071846497069778,NA,0.9427240690944833,0.08917213417315381,NA,NA,NA,2,2,2,0.9301636540253412,0.29161724535702804
ENSG00000167604.13,NFKBID,0.07176570241306657,NA,0.9427883679236805,0.0011679731208787633,NA,NA,NA,2,2,2,0.33886315242339726,0.140518892778914
ENSG00000204219.9,TCEA3,0.07175163688913745,NA,0.9427995617307574,0.01745407910386676,NA,NA,NA,2,2,2,0.7063056726391963,0.175238285714329
ENSG00000147573.16,TRIM55,-0.07170805335044862,NA,0.9428342470176436,0.0007093297647385166,NA,NA,NA,1,1,1,0.9428342470176436,0.0923362487688401
ENSG00000102466.15,FGF14,0.0714392215013504,NA,0.9430481950913681,2.1937151189727435e-05,NA,NA,NA,1,1,1,0.9430481950913681,0.0176030731155647
ENSG00000005206.16,SPPL2B,0.07139053072484423,NA,0.9430869457682287,0.016583369408707124,NA,NA,NA,3,4,4,0.08334050768034587,0.15750192279762
ENSG00000183856.10,IQGAP3,0.0711965337395668,NA,0.9432413400931249,7.242146902407438e-07,NA,NA,NA,1,1,1,0.9432413400931249,0.00329190697478765
ENSG00000187231.13,SESTD1,-0.0711682974790208,NA,0.9432638123645053,0.010281778961184991,NA,NA,NA,2,2,2,0.041835992977980005,0.170797088820513
ENSG00000167523.13,SPATA33,-0.07102528827308671,NA,0.9433776291800601,0.006193625673637208,NA,NA,NA,2,2,2,0.94022808904378,0.106985747934517
ENSG00000213186.7,TRIM59,-0.07098146528005601,NA,0.9434125068411958,0.00819900338724862,NA,NA,NA,1,1,1,0.9434125068411958,0.131874488170195
ENSG00000171049.8,FPR2,-0.07095596194267272,NA,0.943432804381056,8.46788927136731e-06,NA,NA,NA,1,1,1,0.943432804381056,0.0159473593631785
ENSG00000092200.12,RPGRIP1,0.0709191933274269,NA,0.9434620677700419,0.005094278530389716,NA,NA,NA,1,1,1,0.9434620677700419,0.248588064822299
ENSG00000140519.12,RHCG,-0.07082590460777281,NA,0.943536314696655,1.360790745392267e-06,NA,NA,NA,1,1,1,0.943536314696655,0.0050117873008065
ENSG00000137414.5,FAM8A1,-0.07081738114356995,NA,0.9435430984032608,0.0009142765874612126,NA,NA,NA,1,1,1,0.9435430984032608,0.0468172058456625
ENSG00000139644.12,TMBIM6,0.0707889418738994,NA,0.9435657328520497,0.0002635872665356107,NA,NA,NA,2,2,2,0.9420966375785775,0.0408675586500342
ENSG00000164898.12,FMC1,0.0707368552684784,NA,0.9436071880292215,0.0036118128782354143,NA,NA,NA,1,1,1,0.9436071880292215,0.100825898381769
ENSG00000197880.8,MDS2,-0.0705205425620079,NA,0.9437793506525781,0.00010874717689775508,NA,NA,NA,1,1,1,0.9437793506525781,0.0168322863465495
ENSG00000102970.10,CCL17,0.0705069825053215,NA,0.9437901431478992,0.025938720215700768,NA,NA,NA,1,1,1,0.9437901431478992,0.26639917064520496
ENSG00000160602.13,NEK8,-0.07046043698210341,NA,0.9438271889669123,0.0018475736595063978,NA,NA,NA,2,2,2,0.4336901222986933,0.10675561446850698
ENSG00000130717.12,UCK1,0.07027110457420349,NA,0.9439778808461458,0.0006250236367731312,NA,NA,NA,1,1,1,0.9439778808461458,0.0374426386749845
ENSG00000198730.7,CTR9,0.07020141376052422,NA,0.9440333490854512,0.0006232814147467743,NA,NA,NA,2,2,2,0.9219202736432619,0.0968375049206232
ENSG00000171119.2,NRTN,0.07018622110642565,NA,0.9440454412427991,0.0018308678795669778,NA,NA,NA,2,2,2,0.3089166321211725,0.11158110219004198
ENSG00000125827.8,TMX4,0.06998275220394133,NA,0.9442073877224083,0.003482516844694515,NA,NA,NA,1,2,2,0.9442073877224083,0.26929170437034194
ENSG00000163161.12,ERCC3,-0.06995538381249876,NA,0.9442291711518321,0.193149971205062,NA,NA,NA,2,3,3,0.2856006063522145,0.43229580335728995
ENSG00000157766.15,ACAN,0.06994818896055222,NA,0.9442348977850329,3.787667436923428e-07,NA,NA,NA,1,1,1,0.9442348977850329,0.00229256315413081
ENSG00000183421.11,RIPK4,-0.06968282163143158,NA,0.9444461148937725,6.342554288644652e-07,NA,NA,NA,1,1,1,0.9444461148937725,0.00632910504275046
ENSG00000081842.17,PCDHA6,0.06965850293636322,NA,0.9444654713698728,0.0025264949168763394,NA,NA,NA,1,1,1,0.9444654713698728,0.21201592605733202
ENSG00000197321.14,SVIL,-0.06928329990556034,NA,0.944764118536952,0.00012382519212545025,NA,NA,NA,2,2,2,0.6671643317728893,0.0204872957415762
ENSG00000117322.17,CR2,0.06928101927042009,NA,0.9447659338584992,0.0014164965525687424,NA,NA,NA,1,1,1,0.9447659338584992,0.0850603785637326
ENSG00000121897.14,LIAS,0.06922268475731869,NA,0.944812366590768,0.0037919860649671326,NA,NA,NA,3,3,3,0.09466696811429703,0.163496981019289
ENSG00000185324.21,CDK10,0.06921933591365814,NA,0.9448150321875973,0.06302349134902852,NA,NA,NA,1,3,3,0.9448150321875973,0.355989514521548
ENSG00000166578.9,IQCD,-0.06917956471443175,NA,0.9448466891269731,0.004639754241025248,NA,NA,NA,1,2,2,0.9448466891269731,0.101779740413101
ENSG00000177425.10,PAWR,0.06915746629238129,NA,0.9448642789889338,2.8189969639587516e-05,NA,NA,NA,1,1,1,0.9448642789889338,0.028081501805189
ENSG00000145284.11,SCD5,-0.06909258663654326,NA,0.9449159219351707,0.0005676794042879505,NA,NA,NA,1,1,1,0.9449159219351707,0.0657144508529789
ENSG00000186792.16,HYAL3,-0.06862449111219368,NA,0.94528852373031,0.2816025817883971,NA,NA,NA,2,2,2,0.3748152576651286,0.439412638953865
ENSG00000021355.12,SERPINB1,-0.06859729460342337,NA,0.9453101723897099,0.002015800287920469,NA,NA,NA,3,3,3,0.37100912543838327,0.0673549048158817
ENSG00000196586.13,MYO6,-0.06804545968770981,NA,0.9457494465219697,0.007210178784747957,NA,NA,NA,1,1,1,0.9457494465219697,0.116690538826618
ENSG00000135441.7,BLOC1S1,0.06782928197309722,NA,0.9459215337907007,0.002533943295702533,NA,NA,NA,2,2,2,0.4204849123694028,0.200515793130876
ENSG00000259129.5,LINC00648,-0.06771307256866806,NA,0.9460140427923424,0.052965167826646745,NA,NA,NA,3,3,3,0.6237325425173035,0.288688574636514
ENSG00000129559.12,NEDD8,0.06760765612125397,NA,0.9460979606433347,2.8529827531168847e-07,NA,NA,NA,1,1,1,0.9460979606433347,0.00167439836686629
ENSG00000135018.13,UBQLN1,-0.06741810807684882,NA,0.9462488538243685,0.0050692751160446225,NA,NA,NA,2,2,2,0.5922221689703697,0.0653076064820746
ENSG00000153827.13,TRIP12,0.06737702339887619,NA,0.9462815602867469,0.0016747542896056536,NA,NA,NA,1,1,1,0.9462815602867469,0.0867791282380993
ENSG00000181513.14,ACBD4,-0.06737516075372696,NA,0.9462830430931035,0.010191819034199287,NA,NA,NA,1,1,1,0.9462830430931035,0.14401125973259699
ENSG00000273759.1,RP4-563E14.1,-0.0672196144445059,NA,0.9464068703708194,0.006289578744934667,NA,NA,NA,2,2,2,0.6077497370180533,0.265662677568425
ENSG00000187959.9,CPSF4L,0.06706635930759157,NA,0.9465288749587634,0.059460184398972896,NA,NA,NA,2,2,2,0.3728748591703642,0.264319843385292
ENSG00000284237.1,RP11-328D5.4,0.06702362867130543,NA,0.946562892532717,0.07608599104593333,NA,NA,NA,2,2,2,0.9413115242743826,0.40739013257593604
ENSG00000169994.18,MYO7B,-0.06693059218126503,NA,0.946636958597522,0.04574241185077898,NA,NA,NA,3,4,4,0.1820741868321729,0.36702147872208796
ENSG00000261671.1,RP11-573G6.6,-0.06688599288463594,NA,0.9466724641245652,6.052102935118963e-07,NA,NA,NA,1,1,1,0.9466724641245652,0.00380624025554503
